instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
0_0_0_0_20_6,RandomGenerator,0,6,1000,2.651272245139504,2.448533782478956,2.448533782478956,8.174245001041895
0_0_0_0_21_0,RandomGenerator,0,6,1000,1.708397669259632,1.027023946459455,1.027023946459455,7.206708199978818
0_0_0_0_21_28,RandomGenerator,0,6,1000,3.1795276663270875,2.638061552837014,2.638061552837014,8.509607457314083
0_0_0_0_22_0,RandomGenerator,0,6,1000,2.085943575246428,1.2438626074894823,1.2438626074894823,7.553110441212184
0_0_0_0_22_1,RandomGenerator,0,6,1000,3.0703786182461235,2.288447833298881,2.288447833298881,8.528622373922424
0_0_0_0_22_35,RandomGenerator,0,6,1000,3.048628783272377,2.616188729744741,2.616188729744741,7.566804279451684
0_0_0_0_23_0,RandomGenerator,0,6,1000,1.6984913721794708,0.919297947003032,0.919297947003032,7.158652112410813
0_0_0_0_24_0,RandomGenerator,0,6,1000,2.486740152538012,1.2092369144701438,1.2092369144701438,8.034656303251303
0_0_0_0_24_14,RandomGenerator,0,6,1000,4.274156871977683,3.206133624226762,3.206133624226762,9.593634770727554
0_0_0_0_24_33,RandomGenerator,0,6,1000,3.938958516926716,2.695702510558057,2.695702510558057,9.213063426004936
0_0_0_0_25_0,RandomGenerator,0,6,1000,1.8023138122746212,0.9959010210252368,0.9959010210252368,7.294874521216188
0_0_0_0_25_10,RandomGenerator,0,6,1000,3.456428470927509,2.9145712701273627,2.9145712701273627,8.723296019694486
0_0_0_0_26_0,RandomGenerator,0,6,1000,2.638626262625233,1.270302092060418,1.270302092060418,8.095302232737247
0_0_0_0_26_22,RandomGenerator,0,6,1000,3.296467316167066,2.5141646995499003,2.5141646995499003,8.433955346972901
0_0_0_0_26_33,RandomGenerator,0,6,1000,4.0908446270139365,2.756767688148331,2.756767688148331,9.224383953715131
0_0_0_0_27_0,RandomGenerator,0,6,1000,1.4358177887007502,1.3483585242362577,1.3483585242362577,6.8908895037325255
0_0_0_0_27_2,RandomGenerator,0,6,1000,3.507715137478719,2.866367229665689,2.866367229665689,9.00851259742715
0_0_0_0_27_3,RandomGenerator,0,6,1000,2.89228210687361,2.779649942441799,2.779649942441799,8.32530746373405
0_0_0_0_28_0,RandomGenerator,0,6,1000,1.8754996799676384,1.6110376063775589,1.6110376063775589,7.394856246069241
0_0_0_0_28_11,RandomGenerator,0,6,1000,3.155880692886304,2.952505781469271,2.952505781469271,8.713656492694595
0_0_0_0_28_33,RandomGenerator,0,6,1000,3.327718044356342,3.097503202465472,3.097503202465472,8.883701492007493
0_0_0_0_28_4,RandomGenerator,0,6,1000,3.7876023372170353,3.4864035159830604,3.4864035159830604,9.205433945168586
0_0_0_0_29_0,RandomGenerator,0,6,1000,1.310806324002607,1.1863658440355358,1.1863658440355358,6.757744840476211
0_0_0_0_2_15,RandomGenerator,0,6,1000,2.5825230481867103,2.002244440066497,2.002244440066497,8.097880202723605
